id,order,family,subfamily,genus,species,genome,host,sequence_name,submission_date
4348,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Taterapox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-06-29
4349,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Vaccinia virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-06-30
4350,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Variola virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-01
4351,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Volepox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-02
4352,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Bovine papular stomatitis virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-03
4353,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Orf virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-04
4354,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Parapoxvirus of red deer in New Zealand,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-05
4355,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Pseudocowpox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-06
4356,Unassigned,Poxviridae,Chordopoxvirinae,Suipoxvirus,Swinepox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-07
4357,Unassigned,Poxviridae,Chordopoxvirinae,Unassigned,Pteropox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-08
4358,Unassigned,Poxviridae,Chordopoxvirinae,Unassigned,Squirrelpox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-09
4359,Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,Tanapox virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-10
4360,Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,Yaba monkey tumor virus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-11
4361,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Anomala cuprea entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-12
4362,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Aphodius tasmaniae entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-13
4363,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Demodema bonariensis entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-14
4364,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Dermolepida albohirtum entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-15
4365,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Figulus sublaevis entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-16
4366,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Geotrupes sylvaticus entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-17
4367,Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Melolontha melolontha entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-18
4368,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Acrobasis zelleri entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-19
4369,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Adoxophyes honmai entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-20
4370,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Amsacta moorei entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-21
4371,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Arphia conspersa entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-22
4372,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura biennis entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-23
4373,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura conflicta entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-24
4374,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura diversuma entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-25
4375,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura fumiferana entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-26
4376,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura rosaceana entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-27
4377,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Chorizagrotis auxiliaris entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-28
4378,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Heliothis armigera entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-29
4379,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Locusta migratoria entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-30
4380,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Mythimna separata entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-07-31
4381,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Oedaleus senegalensis entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-01
4382,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Operophtera brumata entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-02
4383,Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Schistocerca gregaria entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-03
4384,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Aedes aegypti entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-04
4385,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Camptochironomus tentans entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-05
4386,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus attenuatus entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-06
4387,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus luridus entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-07
4388,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus plumosus entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-08
4389,Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Goeldichironomus holoprasinus entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-09
4390,Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,Diachasmimorpha entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-10
4391,Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,Melanoplus sanguinipes entomopoxvirus,dsDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-11
4392,Unassigned,Quadriviridae,,Quadrivirus,Rosellinia necatrix quadrivirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-12
4393,Unassigned,Reoviridae,Sedoreovirinae,Cardoreovirus,Eriocheir sinensis reovirus,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-13
4394,Unassigned,Reoviridae,Sedoreovirinae,Mimoreovirus,Micromonas pusilla reovirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-14
4395,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,African horse sickness virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-15
4396,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Bluetongue virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-16
4397,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Changuinola virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-17
4398,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Chenuda virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-18
4399,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Chobar Gorge virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-19
4400,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Corriparta virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-20
4401,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Epizootic hemorrhagic disease virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-21
4402,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Equine encephalosis virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-22
4403,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Eubenangee virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-23
4404,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Great Island virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-24
4405,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Ieri virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-25
4406,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Lebombo virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-26
4407,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Orungo virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-27
4408,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Palyam virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-28
4409,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Peruvian horse sickness virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-29
4410,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,St Croix River virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-30
4411,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Umatilla virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-08-31
4412,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Wad Medani virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-01
4413,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Wallal virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-02
4414,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Warrego virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-03
4415,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Wongorr virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-04
4416,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,Yunnan orbivirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-05
4417,Unassigned,Reoviridae,Sedoreovirinae,Phytoreovirus,Rice dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-06
4418,Unassigned,Reoviridae,Sedoreovirinae,Phytoreovirus,Rice gall dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-07
4419,Unassigned,Reoviridae,Sedoreovirinae,Phytoreovirus,Wound tumor virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-08
4420,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus A,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-09
4421,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus B,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-10
4422,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus C,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-11
4423,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus D,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-12
4424,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus E,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-13
4425,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus F,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-14
4426,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus G,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-15
4427,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus H,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-16
4428,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus I,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-17
4429,Unassigned,Reoviridae,Sedoreovirinae,Seadornavirus,Banna virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-18
4430,Unassigned,Reoviridae,Sedoreovirinae,Seadornavirus,Kadipiro virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-19
4431,Unassigned,Reoviridae,Sedoreovirinae,Seadornavirus,Liao ning virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-20
4432,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus A,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-21
4433,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus B,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-22
4434,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus C,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-23
4435,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus D,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-24
4436,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus E,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-25
4437,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus F,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-26
4438,Unassigned,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus G,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-27
4439,Unassigned,Reoviridae,Spinareovirinae,Coltivirus,Colorado tick fever virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-28
4440,Unassigned,Reoviridae,Spinareovirinae,Coltivirus,Eyach virus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-29
4441,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 1,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-09-30
4442,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 2,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-01
4443,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 3,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-02
4444,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 4,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-03
4445,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 5,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-04
4446,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 6,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-05
4447,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 7,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-06
4448,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 8,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-07
4449,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 9,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-08
4450,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 10,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-09
4451,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 11,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-10
4452,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 12,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-11
4453,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 13,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-12
4454,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 14,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-13
4455,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 15,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-14
4456,Unassigned,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 16,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-15
4457,Unassigned,Reoviridae,Spinareovirinae,Dinovernavirus,Aedes pseudoscutellaris reovirus,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-16
4458,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Fiji disease virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-17
4459,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Garlic dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-18
4460,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Maize rough dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-19
4461,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Mal de Rio Cuarto virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-20
4462,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Nilaparvata lugens reovirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-21
4463,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Oat sterile dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-22
4464,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Pangola stunt virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-23
4465,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Rice black streaked dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-24
4466,Unassigned,Reoviridae,Spinareovirinae,Fijivirus,Southern rice black-streaked dwarf virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-25
4467,Unassigned,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 1,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-26
4468,Unassigned,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 2,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-27
4469,Unassigned,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 3,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-28
4470,Unassigned,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 4,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-29
4471,Unassigned,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 5,dsRNA,Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-30
4472,Unassigned,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-10-31
4473,Unassigned,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 2,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-01
4474,Unassigned,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 3,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-02
4475,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Avian orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-03
4476,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Baboon orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-04
4477,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Mahlapitsi orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-05
4478,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Mammalian orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-06
4479,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Nelson Bay orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-07
4480,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Piscine orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-08
4481,Unassigned,Reoviridae,Spinareovirinae,Orthoreovirus,Reptilian orthoreovirus,dsRNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-09
4482,Unassigned,Reoviridae,Spinareovirinae,Oryzavirus,Echinochloa ragged stunt virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-10
4483,Unassigned,Reoviridae,Spinareovirinae,Oryzavirus,Rice ragged stunt virus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-11
4484,Unassigned,Sarthroviridae,,Macronovirus,Macrobrachium satellite virus 1,ssRNA(+),Invertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-12
4485,Unassigned,Smacoviridae,,Bovismacovirus,Bovine associated bovismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-13
4486,Unassigned,Smacoviridae,,Bovismacovirus,Bovine associated bovismacovirus 2,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-14
4487,Unassigned,Smacoviridae,,Bovismacovirus,Dragonfly associated bovismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-15
4488,Unassigned,Smacoviridae,,Cosmacovirus,Bovine associated cosmacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-16
4489,Unassigned,Smacoviridae,,Dragsmacovirus,Dragonfly associated dragsmacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-17
4490,Unassigned,Smacoviridae,,Drosmacovirus,Bovine associated drosmacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-18
4491,Unassigned,Smacoviridae,,Drosmacovirus,Camel associated drosmacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-19
4492,Unassigned,Smacoviridae,,Drosmacovirus,Camel associated drosmacovirus2,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-20
4493,Unassigned,Smacoviridae,,Huchismacovirus,Bovine associated huchismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-21
4494,Unassigned,Smacoviridae,,Huchismacovirus,Bovine associated huchismacovirus 2,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-22
4495,Unassigned,Smacoviridae,,Huchismacovirus,Chicken associated huchismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-23
4496,Unassigned,Smacoviridae,,Huchismacovirus,Chicken associated huchismacovirus 2,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-24
4497,Unassigned,Smacoviridae,,Huchismacovirus,Human associated huchismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-25
4498,Unassigned,Smacoviridae,,Huchismacovirus,Human associated huchismacovirus 2,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-26
4499,Unassigned,Smacoviridae,,Huchismacovirus,Human associated huchismacovirus 3,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-27
4500,Unassigned,Smacoviridae,,Porprismacovirus,Bovine associated porprismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-28
4501,Unassigned,Smacoviridae,,Porprismacovirus,Camel associated porprismacovirus 1,ssDNA,Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2004-11-29
